394409  1289
063400  670
838275  1212
189104  1004
752697  1296
232266  552
480328  1240
114647  311
340076  713
281058  1023
721070  917
268007  887
461887  1105
698226  1608
105088  166
066184  682
523726  808
330248  632
948403  1423
889420  1732
956052  1467
280144  1018
676819  1450
555930  1143
921608  1178
723074  941
241106  626
441776  893
258182  800
237857  662
927212  1193
403062  438
376397  1106
965149  1573
987058  1783
871036  1519
1354  49
095676  1023
441206  836
135553  508
359063  899
720914  995
690651  1566
768704  1454
832226  1148
498017  1388
066997  766
920142  1116
187460  1016
013547  191
747189  1197
632583  981
706908  858
507904  664
664391  1280
373755  1110
709670  857
753287  1265
852955  1420
957515  1526
372496  1075
054218  569
258777  864
267970  967
998094  1893
376866  1152
870084  1512
089569  955
401979  516
775162  1468
512892  711
493863  1419
312174  441
877314  1605
160920  792
446933  956
867137  1490
170866  892
552497  1076
520711  772
746751  1236
995438  1901
301463  359
880923  1695
425484  702
557501  1121
904759  1024
757879  1366
934764  1320
781633  1576
225374  491
078473  830
554054  1049
301726  388
347114  785
760160  1316
857659  1444
850314  1335
272942  1016
514657  712
925550  1205
138694  553
273991  1030
678545  1439
881703  1683
772448  1472
871363  1549
596359  1504
057866  662
205694  323
512454  669
642413  1064
169748  872
855505  1405
638050  985
983298  1767
991035  1818
935967  1353
954675  1512
128103  393
5531  104
438651  846
571282  1240
386575  1222
933435  1278
493010  1331
998732  1955
632635  988
188125  997
829173  1110
959010  1491
634059  954
436044  768
587002  1372
450357  942
813908  1028
293043  1137
260445  849
465317  1088
081533  866
384659  1214
807438  921
482602  1282
915594  1113
104546  200
961962  1608
506504  614
820393  1042
043992  531
432561  777
366151  976
567605  1235
118919  380
765110  1361
884924  1736
075839  842
637503  1023
998360  1916
350237  830
208604  344
245423  695
808994  983
302416  367
052904  614
267125  887
105241  175
650039  1112
375410  1091
901507  967
994266  1872
273839  1022
895506  1806
882815  1706
820027  1009
353109  849
440154  819
910974  1101
278129  1001
681935  1508
029663  359
934030  1243
376169  1085
735350  1085
456143  977
773402  1472
822193  1042
359200  910
829973  1190
558798  1167
277106  986
905719  1030
7940  164
492203  1343
268833  966
697227  1599
544888  1036
558993  1182
960577  1564
381889  1207
126013  364
469601  1151
715143  867
623510  881
426716  737
358069  895
842552  1277
466733  1136
613655  800
067295  704
746820  1242
590030  1403
633960  1026
213417  378
996728  1940
149208  618
731026  1018
759154  1309
631152  927
306914  455
762542  1376
687656  1541
853468  1384
363055  940
141908  608
375258  1083
862655  1490
208082  290
050421  543
161223  735
344902  832
970874  1691
184546  1000
661024  1216
093185  953
357169  895
420924  696
511132  625
511179  636
182240  944
235062  558
534118  859
935761  1327
360172  919
147776  653
323673  600
476670  1227
311938  511
971838  1701
394588  1306
683970  1527
781927  1609
972468  1674
437658  843
664162  1258
651532  1165
854954  1439
872990  1619
282396  1065
307870  457
554801  1121
558597  1146
476745  1239
683540  1484
454633  1006
143493  582
748266  1212
633642  996
453320  962
368051  986
049839  582
136189  487
035094  363
171610  871
697513  1624
222316  457
865512  1503
416085  573
231585  573
098109  999
931277  1244
772141  1435
937896  1365
119491  340
768333  1416
906527  1019
594445  1489
268622  944
771483  1461
456088  976
718005  885
265994  953
614667  813
316734  537
207704  344
634052  947
892053  1728
856367  1403
551963  1109
0498  57
833758  1213
716798  947
391005  1215
066347  701
444182  860
345282  780
946489  1417
470816  1187
265579  916
1274  41
802071  828
284413  1084
046542  516
089244  918
245847  741
372657  1092
218609  449
407487  525
910260  1026
536533  916
699455  1640
299465  1241
258658  853
806544  918
743295  1164
783199  1558
375579  1116
868417  1528
513018  639
126359  404
861239  1442
937124  1286
864693  1512
643649  1103
872138  1541
630945  999
999066  1902
343406  776
174584  902
240158  623
211690  379
527295  804
442094  833
985360  1786
120867  393
188432  1025
418562  638
871106  1526
398309  1319
994946  1940
831337  1150
054386  584
805387  895
473065  1141
248181  699
126569  425
585171  1368
947035  1378
776356  1501
556505  1115
906995  1064
369172  1009
930978  1305
623850  915
295569  1215
385781  1229
853235  1358
175777  934
544424  986
318811  562
746985  1263
734045  1049
153467  683
098832  1065
235462  598
234689  617
837980  1268
946710  1431
309199  418
928458  1233
450882  990
700292  731
209760  366
799028  1700
183358  973
127714  445
799845  1779
011632  175
640029  1011
217588  436
715581  909
593790  1509
858061  1387
532496  875
870550  1555
294816  1227
775150  1465
991557  1872
184698  1017
215389  397
487368  1314
447985  973
605342  686
795817  1738
879623  1655
720442  946
914484  1092
389860  1276
856043  1367
314796  525
800112  813
244255  670
117202  292
827968  1174
865142  1466
793415  1676
588596  1445
892316  1757
681516  1467
043883  521
485838  1341
860499  1458
289315  1126
384753  1218
675420  1392
272341  955
170599  868
506207  587
028772  359
146115  576
824164  1060
445883  941
803813  914
708738  861
01306000  1360
393082  1240
215339  392
485863  1339
527570  827
875341  1585
245297  686
667548  1332
616077  774
158531  734
148192  601
168119  800
979218  1719
219363  429
826043  1067
109288  226
418421  623
451651  976
600134  617
669207  1317
804478  895
312121  433
787751  1646
528078  795
472075  1132
997278  1905
700472  749
483312  1263
948477  1434
544227  969
087724  946
534843  927
312046  430
287840  1154
314330  473
940714  1375
022214  245
865934  1547
539373  930
672571  1378
496519  1420
503610  591
421879  706
830652  1167
391390  1249
929124  1206
812790  999
466052  1067
797191  1690
769141  1405
301895  404
984221  1763
659439  1242
115037  260
075599  818
869453  1538
471998  1217
284924  1136
761996  1415
242273  650
756840  1344
808183  901
8859  174
423054  639
627044  878
734787  1125
609369  735
775360  1486
699915  1686
017738  251
520348  742
736087  1075
693423  1575
663896  1325
515897  746
540686  974
762353  1358
678223  1405
131039  422
931866  1302
362183  941
548783  1061
7572  129
107737  250
167385  813
811169  935
534936  939
498890  1469
106382  200
990579  1866
852432  1365
841910  1301
856905  1455
464939  1142
298190  1199
221171  428
754964  1340
705573  810
326511  612
105344  188
877939  1672
543791  1010
112050  225
903922  1024
534355  880
265700  920
889540  1744
537365  911
810139  922
522385  763
725145  969
672747  1401
114354  279
896417  1808
799885  1783
558017  1088
772097  1436
015136  169
799216  1717
493783  1411
248267  713
703673  800
457557  1032
980628  1770
173405  875
526449  813
024647  311
742962  1218
571727  1289
081877  904
694585  1603
619685  863
783812  1613
8637  150
829453  1138
865619  1520
367918  1069
570008  1208
240855  690
655531  1204
894626  1808
853886  1424
264675  912
843170  1247
193000  1030
927152  1187
389703  1263
838120  1192
165049  763
642264  1050
913665  1101
915663  1119
305882  440
940073  1310
852475  1372
888927  1779
728958  1083
075042  756
683423  1475
771572  1469
077677  844
505839  642
933780  1308
163020  732
512117  638
484242  1266
293896  1225
659382  1230
805953  948
082190  839
322745  599
794367  1683
494915  1436
183809  1019
643550  1085
964491  1590
384614  1205
677615  1436
409281  519
556133  1076
601822  694
471299  1148
127480  418
939792  1371
380868  1194
137111  482
414145  559
527143  787
761080  1318
927222  1194
375699  1128
023234  257
730976  1103
242880  708
845948  1352
934434  1287
571168  1234
852899  1418
912968  1124
988228  1810
828747  1161
705965  851
268161  897
955324  1486
582127  1339
823718  1109
393358  1273
987151  1786
942256  1351
088392  921
965112  1563
642027  1029
894590  1799
725669  1025
552436  1069
202240  244
662964  1320
108670  247
561903  1203
061091  620
110014  205
401249  443
097431  1014
179416  937
926229  1191
01804030  1843
172258  853
852297  1356
193277  1064
084270  867
219485  443
377118  1089
776333  1496
9809  179
612801  801
132315  456
519516  747
846351  1296
681908  1508
639121  1003
676503  1413
765296  1385
530128  820
214425  387
942956  1421
620438  851
496844  1448
906672  1029
486215  1286
658762  1258
682224  1446
338002  682
130947  501
164898  837
550554  1059
452161  937
511949  713
030191  320
135148  472
236840  644
992644  1888
328343  617
032318  359
849113  1304
393359  1274
263389  877
091150  925
371334  1047
723302  962
972029  1631
227796  555
069643  757
455026  958
491692  1381
120272  329
136504  514
997323  1905
104276  173
990703  1873
441750  885
551197  1036
421318  649
340534  757
391296  1245
605605  715
0184  22
291680  1178
588091  1390
290931  1194
235382  590
315731  524
974016  1647
836516  1217
599216  1517
531599  878
397464  1320
542844  1008
317132  485
135317  488
891292  1741
554808  1128
300360  336
632927  1019
512976  723
367525  1027
117373  310
105042  156
432741  795
118475  332
576151  1276
899846  1880
753840  1314
820299  1038
0802  82
208012  283
544431  984
123729  411
649096  1105
245461  697
195789  1137
270722  974
662902  1312
963593  1592
843525  1287
491377  1354
552579  1086
8002  82
111352  247
829401  1131
095877  1044
448744  958
589523  1445
226249  493
103259  164
966228  1590
116948  362
328524  636
803290  859
849634  1357
044287  475
995128  1870
243583  691
306874  451
311515  466
458603  1043
865949  1553
642125  1037
657471  1218
866664  1530
717041  875
507663  639
168278  815
713160  846
262331  854
871647  1581
433288  766
641021  1013
127004  374
542147  941
473731  1204
050366  542
658470  1227
284165  1061
826577  1124
711788  896
981148  1732
105357  192
713174  851
057190  589
337792  751
370910  1091
284523  1095
120548  362
929150  1205
517945  769
265181  869
937956  1371
832824  1206
610994  803
263769  915
630604  964
548569  1045
585706  1426
515690  719
376275  1092
862099  1438
373896  1125
017293  202
498839  1472
979551  1746
965417  1598
385501  1201
780870  1587
678965  1481
171053  818
713808  918
163512  783
355127  869
203125  247
693468  1584
111980  308
522478  775
855823  1435
714541  895
140773  580
463977  1134
876320  1592
765281  1379
923451  1176
509351  626
987549  1833
541082  920
812726  998
124712  413
248894  773
413597  596
713303  863
368143  997
010256  131
204327  279
560756  1181
018492  231
720191  920
158023  685
692355  1560
333382  670
559209  1119
673272  1359
860580  1458
045756  531
311647  481
348628  850
518194  703
688337  1520
8409  129
926688  1236
104076  153
516720  732
860134  1417
710137  820
694761  1617
676894  1453
287329  1111
749844  1278
698076  1593
186177  984
356140  874
862152  1437
566010  1161
595962  1548
543673  1000
472917  1218
458816  1067
376545  1119
248182  700
284347  1081
589863  1479
505643  617
541212  933
249702  762
218515  436
740220  1122
343509  789
638642  1046
099792  1071
631682  980
337362  708
524063  749
012979  226
075121  763
583845  1419
390392  1241
409319  530
110300  230
756887  1355
904249  973
718316  917
498840  1464
555544  1108
288102  1092
011830  193
312930  513
738620  1142
941306  1346
279703  1063
301765  391
948803  1463
917856  1161
710192  821
984714  1815
258796  865
194231  1064
905109  969
936721  1333
789689  1667
707306  806
444278  875
072859  814
597914  1565
115696  325
270830  983
066356  701
062586  684
375536  1109
071840  794
735133  1066
023601  291
634166  962
366650  1025
928584  1242
424976  743
757331  1304
471270  1137
533850  915
322235  548
904682  1010
730876  1093
361103  923
329109  609
793695  1704
680808  1488
843477  1284
251411  752
419807  677
507531  624
221708  488
709724  866
032103  333
935706  1326
038698  457
420453  648
290212  1123
570893  1292
692884  1612
642675  1092
224898  537
559950  1185
103342  166
271628  980
179771  968
541559  974
651297  1146
109283  221
228220  502
217468  424
054198  567
890902  1792
416698  637
981355  1750
836736  1239
960822  1584
145683  621
246070  667
524501  791
342285  753
436105  775
618901  871
746836  1249
292037  1130
813721  1003
452711  992
965890  1639
075107  767
119618  359
475295  1184
797815  1756
550004  1004
958010  1481
073136  749
242710  691
410084  512
330976  703
543609  999
528894  873
775875  1542
486494  1313
783312  1563
040810  481
835922  1244
779874  1581
328087  595
151786  694
021283  241
206344  298
034205  365
398858  1373
816720  1032
874033  1546
041700  480
910480  1048
179464  940
329913  684
500872  589
666691  1330
680369  1445
249046  700
935294  1283
138172  499
519265  721
721201  931
822154  1039
188441  1025
